date_parsed,nama_provinsi,tahun,bulan,produksi_padi
2021-05-01,KOTA SUKABUMI,2021,5,536.0
2021-06-01,KOTA SUKABUMI,2021,6,1482.0
2021-07-01,KOTA SUKABUMI,2021,7,1734.0
2021-08-01,KOTA SUKABUMI,2021,8,1590.0
2021-09-01,KOTA SUKABUMI,2021,9,195.82
2021-10-01,KOTA SUKABUMI,2021,10,685.0
2021-11-01,KOTA SUKABUMI,2021,11,1298.0
2021-12-01,KOTA SUKABUMI,2021,12,2123.0
2022-01-01,KOTA SUKABUMI,2022,1,872.0
2022-02-01,KOTA SUKABUMI,2022,2,991.0
2022-03-01,KOTA SUKABUMI,2022,3,514.0
2022-04-01,KOTA SUKABUMI,2022,4,1506.0
2022-05-01,KOTA SUKABUMI,2022,5,2066.0
2022-06-01,KOTA SUKABUMI,2022,6,1179.0
2022-07-01,KOTA SUKABUMI,2022,7,651.0
2022-08-01,KOTA SUKABUMI,2022,8,568.0
2022-09-01,KOTA SUKABUMI,2022,9,1383.0
2022-10-01,KOTA SUKABUMI,2022,10,2384.0
2022-11-01,KOTA SUKABUMI,2022,11,810.0
2022-12-01,KOTA SUKABUMI,2022,12,336.0
2023-01-01,KOTA SUKABUMI,2023,1,882.0
2023-02-01,KOTA SUKABUMI,2023,2,1631.0
2023-03-01,KOTA SUKABUMI,2023,3,2223.0
2023-04-01,KOTA SUKABUMI,2023,4,1555.0
2023-05-01,KOTA SUKABUMI,2023,5,553.0
2023-06-01,KOTA SUKABUMI,2023,6,889.0
2023-07-01,KOTA SUKABUMI,2023,7,2203.0
2023-08-01,KOTA SUKABUMI,2023,8,1247.0
2023-09-01,KOTA SUKABUMI,2023,9,1192.0
2023-10-01,KOTA SUKABUMI,2023,10,1074.0
2023-11-01,KOTA SUKABUMI,2023,11,1045.0
2023-12-01,KOTA SUKABUMI,2023,12,1694.0
2018-01-01,KOTA TASIKMALAYA,2018,1,1857.0
2018-02-01,KOTA TASIKMALAYA,2018,2,6493.0
2018-03-01,KOTA TASIKMALAYA,2018,3,5623.0
2018-04-01,KOTA TASIKMALAYA,2018,4,4086.0
2018-05-01,KOTA TASIKMALAYA,2018,5,2943.0
2018-06-01,KOTA TASIKMALAYA,2018,6,2911.0
2018-07-01,KOTA TASIKMALAYA,2018,7,8301.0
2018-08-01,KOTA TASIKMALAYA,2018,8,4962.0
2018-09-01,KOTA TASIKMALAYA,2018,9,3954.0
2018-10-01,KOTA TASIKMALAYA,2018,10,2100.0
2018-11-01,KOTA TASIKMALAYA,2018,11,2610.0
2018-12-01,KOTA TASIKMALAYA,2018,12,1104.0
2019-01-01,KOTA TASIKMALAYA,2019,1,1183.0
2019-02-01,KOTA TASIKMALAYA,2019,2,646.0
2019-03-01,KOTA TASIKMALAYA,2019,3,4300.0
2019-04-01,KOTA TASIKMALAYA,2019,4,9227.0
2019-05-01,KOTA TASIKMALAYA,2019,5,4098.0
2019-06-01,KOTA TASIKMALAYA,2019,6,800.0
2019-07-01,KOTA TASIKMALAYA,2019,7,1441.0
2019-08-01,KOTA TASIKMALAYA,2019,8,5420.0
2019-09-01,KOTA TASIKMALAYA,2019,9,5087.0
2019-10-01,KOTA TASIKMALAYA,2019,10,2713.0
2019-11-01,KOTA TASIKMALAYA,2019,11,1728.0
2019-12-01,KOTA TASIKMALAYA,2019,12,400.42
2020-01-01,KOTA TASIKMALAYA,2020,1,401.0
2020-02-01,KOTA TASIKMALAYA,2020,2,732.0
2020-03-01,KOTA TASIKMALAYA,2020,3,1428.0
2020-04-01,KOTA TASIKMALAYA,2020,4,8329.0
2020-05-01,KOTA TASIKMALAYA,2020,5,6622.0
2020-06-01,KOTA TASIKMALAYA,2020,6,1695.0
2020-07-01,KOTA TASIKMALAYA,2020,7,402.0
2020-08-01,KOTA TASIKMALAYA,2020,8,1004.0
2020-09-01,KOTA TASIKMALAYA,2020,9,6637.0
2020-10-01,KOTA TASIKMALAYA,2020,10,6760.0
2020-11-01,KOTA TASIKMALAYA,2020,11,1720.0
2020-12-01,KOTA TASIKMALAYA,2020,12,619.0
2021-01-01,KOTA TASIKMALAYA,2021,1,1054.0
2021-02-01,KOTA TASIKMALAYA,2021,2,7490.0
2021-03-01,KOTA TASIKMALAYA,2021,3,9542.230000000007
2021-04-01,KOTA TASIKMALAYA,2021,4,2641.0
2021-05-01,KOTA TASIKMALAYA,2021,5,1043.0
2021-06-01,KOTA TASIKMALAYA,2021,6,3053.0
2021-07-01,KOTA TASIKMALAYA,2021,7,9124.0
2021-08-01,KOTA TASIKMALAYA,2021,8,4045.0
2021-09-01,KOTA TASIKMALAYA,2021,9,2533.0
2021-10-01,KOTA TASIKMALAYA,2021,10,2491.0
2021-11-01,KOTA TASIKMALAYA,2021,11,2740.0
2021-12-01,KOTA TASIKMALAYA,2021,12,2592.0
2022-01-01,KOTA TASIKMALAYA,2022,1,7620.0
2022-02-01,KOTA TASIKMALAYA,2022,2,3132.0
2022-03-01,KOTA TASIKMALAYA,2022,3,4777.0
2022-04-01,KOTA TASIKMALAYA,2022,4,4414.0
2022-05-01,KOTA TASIKMALAYA,2022,5,3164.0
2022-06-01,KOTA TASIKMALAYA,2022,6,6518.0
2022-07-01,KOTA TASIKMALAYA,2022,7,5577.0
2022-08-01,KOTA TASIKMALAYA,2022,8,3116.0
2022-09-01,KOTA TASIKMALAYA,2022,9,3281.0
2022-10-01,KOTA TASIKMALAYA,2022,10,2023.0
2022-11-01,KOTA TASIKMALAYA,2022,11,4539.0
2022-12-01,KOTA TASIKMALAYA,2022,12,6078.0
2023-01-01,KOTA TASIKMALAYA,2023,1,4612.0
2023-02-01,KOTA TASIKMALAYA,2023,2,3267.0
2023-03-01,KOTA TASIKMALAYA,2023,3,2506.0
2023-04-01,KOTA TASIKMALAYA,2023,4,3804.0
2023-05-01,KOTA TASIKMALAYA,2023,5,6844.0
2023-06-01,KOTA TASIKMALAYA,2023,6,4093.0
2023-07-01,KOTA TASIKMALAYA,2023,7,2665.0
2023-08-01,KOTA TASIKMALAYA,2023,8,1249.0
2023-09-01,KOTA TASIKMALAYA,2023,9,3021.0
2023-10-01,KOTA TASIKMALAYA,2023,10,3168.0
2023-11-01,KOTA TASIKMALAYA,2023,11,3229.0
2023-12-01,KOTA TASIKMALAYA,2023,12,1509.0
